In school in 2024/2025,Offer Class Trip,School,Grades,Address,Principal,Phone,E-Mail,Family of School,KM's to School,E-mail x-mas kick off,Offer Weekly,Contacted,District,emailed re class trips,Email,VP,Unnamed: 8,Emailed,Follow up email,2025 outreach,Phoned,Booked,2025 outreach - class trip,2024 EOY Event,Unnamed: 0,__full_addr__,lat,lon,Status
,,St. Joseph's,,"1589 Walnut St, Halifax, Nova Scotia, B3H 3S1, Canada",Cheyenne Gorman- Tolliver (acting),493-5180,,,,2024-11-13 0:00:00,,,HRCE,2025-03-28,CGorman-tolliver@hrce.ca,Katie Mott (Acting),,2024-08-22,Sept 12,,,,,,,"1589 Walnut St, Halifax, Nova Scotia, B3H 3S1, Canada",44.6399466,-63.5926348,none
EOY Show 2024,,St. Margaret's Bay Elementary School,,"24 Ridgewood Dr, Head Of St Margarets Bay, NS B3Z 2H8",Kelly Joy,826-3300,,,,2024-11-13 0:00:00,,,HRCE,,KJoy@hrce.ca,Lynn Reichheld,,2024-08-22,Sept 12,,,,,,,"24 Ridgewood Dr, Head Of St Margarets Bay,, Nova Scotia B3Z 2H8, Canada",44.6909353,-63.8958694,none
y,,St. Stephen's Elementary School,,"3669 Highland Ave, Halifax, NS B3K 4J9",David Madgett,493-5155,,,,x,,,HRCE,,dmadgett@hrce.ca,Nicole Gerrard,,2024-08-22,Sept 12,,Sept 16,,,,,"3669 Highland Ave, Halifax,, Nova Scotia B3K 4J9, Canada",44.6687455,-63.611381,recent
,,Sunnyside Elementary School,,"210 Eaglewood Drive, Bedford",Carolyn Thompson,832-8983,,,,2024-11-13 0:00:00,,,HRCE,2025-03-28,cthompson@hrce.ca,Natalie MacDonald,,2024-08-22,Sept 12,,,,,,,"210 Eaglewood Drive, Bedford, Nova Scotia, Canada",44.7263072,-63.6472035,none
,,Sunnyside Elementary School (Fort Sackville),,"21 Perth Street, Bedford, B4A 2H1, Nova Scotia, Canada","""",,,,,,,,HRCE,2025-03-28,,"""",,2024-08-22,Sept 12,,,,,,,"21 Perth Street, Bedford, B4A 2H1, Nova Scotia, Canada",44.7287941,-63.6581134,none
,,Sycamore Lane,,"69 Sycamore Ln, Lower Sackville, NS B4C 1E8",Shauna Boudreau,864-6730,,,,x,,,HRCE,2025-03-28,Sboudreau@hrce.ca,Lindsay Spence,,2024-08-22,Sept 12,,,,,,,"69 Sycamore Ln, Lower Sackville,, Nova Scotia B4C 1E8, Canada",44.7754268,-63.6823359,none
,,Tantallon Elementary School (JR.),,"1 French Village Station Rd, Upper Tantallon, Nova Scotia B3Z 1L3, Canada",Ken Rutley,826-1204,,,,2024-11-13 0:00:00,,,HRCE,2025-03-28,krutley@hrce.ca,Lydie Gascuel O'Brien,,2024-08-22,Sept 12,,,,,,,"1 French Village Station Rd, Upper Tantallon, Nova Scotia B3Z 1L3, Canada",44.6918929,-63.8737704,none
,,Tantallon Elementary School (SR.),,"3 French Village Station Rd, Upper Tantallon, NS B3Z 1L3",Grant Davy,826-1200,,,,2024-11-13 0:00:00,,,HRCE,2025-03-28,gdavy@hrce.ca,Shawna Penny,,2024-08-22,Sept 12,,,,,,,"3 French Village Station Rd, Upper Tantallon,, Nova Scotia B3Z 1L3, Canada",44.6913535,-63.875155,none
,,Upper Musquodoboit Consolidated School,,"8416 Hwy 224, Upper Musquodoboit, NS B0N 2M0",Troy Smith,568-2285,,,,x,,,HRCE,2025-03-28,tsmith@hrce.ca,Andrea MacAulay,,2024-08-22,Sept 12,,,,,,,"8416 Hwy 224, Upper Musquodoboit,, Nova Scotia B0N 2M0, Canada",45.1376307,-62.9521741,none
,,Waverley Memorial,,"2393 Rocky Lake Dr, Waverley, Nova Scotia, B2R 1S4, Canada",Karla Wolfe,860-4150,,,,2024-11-13 0:00:00,,,HRCE,2025-03-28,kwolfe@hrce.ca,Jennifer van der Weegen,,2024-08-22,Sept 12,2025-01-14,,,,,,"2393 Rocky Lake Dr, Waverley, Nova Scotia, B2R 1S4, Canada",44.781093,-63.6002725,none
y,,Westmount Elementary School,,"6700 Edward Arab Ave, Halifax, NS B3L 2E2",Teri Colter,493-5164,,,,x,,,HRCE,,teri.colter@hrce.ca,Greg White,,2024-08-22,Sept 12,,Sept 16,Fall 24,,,,"6700 Edward Arab Ave, Halifax,, Nova Scotia B3L 2E2, Canada",44.6500311,-63.614847,recent
,,West Bedford School,,"50 Broad St, Bedford,, Nova Scotia B4A 0T4, Canada",Susan Casey,902-405-0337,,,,2024-11-13 0:00:00,,,HRCE,2025-03-28,scasey@hrce.ca,Courtney Smith (p-3),,2024-08-22,Sept 12,2025-01-14,,,,,,"50 Broad St, Bedford,, Nova Scotia B4A 0T4, Canada",44.7148805,-63.7143801,none
,,William King Elementary School,,"91 St Pauls Ave, Herring Cove, NS B3V 1H6",Catherine Bouliane,479-4200,,,,2024-11-13 0:00:00,,,HRCE,2025-03-28,cbouliane@hrce.ca,Christopher Longaphy,,2024-08-22,Sept 12,2025-01-14,,,,,,"91 St Pauls Ave, Herring Cove,, Nova Scotia B3V 1H6, Canada",44.5689152,-63.5617876,recent
,,Aspotogan Consolidated,,"105 Parkwood Drive, Hubbards, Nova Scotia, Canada",Emily Archibald,9028572600,,,,,,,SSRCE,,acesprincipal@ssrce.ca,,,,,,,,2025-03-28,,,"105 Parkwood Drive, Hubbards, Nova Scotia, Canada",44.59036008,-64.07135125,none
,,Bayview Community,,"110 Clearway St, Mahone Bay, NS B0J 2E0",Lamar Eason,9026242120,,,,,,,SSRCE,,bcsprincipal@ssrce.ca,,,,,,,,2025-03-28,,,"110 Clearway St, Mahone Bay,, Nova Scotia B0J 2E0, Canada",44.4537676,-64.3853617,none
,,Big Tancook Elementary,,"36 School Rd, Tancook Island, NS B0J 3G0",Ellen Smith,9022757985,,,,,,,SSRCE,,btesprincipal@ssrce.ca,,,,,,,,2025-03-28,,,"36 School Rd, Tancook Island,, Nova Scotia B0J 3G0, Canada",44.4609109,-64.1713321,none
,,Bluenose Academy,,"18 Tannery Rd, Lunenburg, NS B0J 2C0",Marija Abramenko,902-634-2200,,,,,,,SSRCE,,baprincipal@ssrce.ca,,,,,,,,2025-03-28,,,"18 Tannery Rd, Lunenburg,, Nova Scotia B0J 2C0, Canada",44.374549,-64.3220816,none
,,Bridgewater Elementary,,"130 York St, Bridgewater, NS B4V 1R3",Lindsay Willow,902-541-8240,,,,,,,SSRCE,,besprincipal@ssrce.ca,,,,,,,,2025-03-28,,,"130 York St, Bridgewater,, Nova Scotia B4V 1R3, Canada",44.38462,-64.5373697,none
,,Chester District,,"202 Duke Street, Chester, NS B0J 1J0",Melissa Willman,902-275-2750,,,,,,,SSRCE,,cdsprincipal@ssrce.ca,,,,,,,,2025-03-28,,,"202 Duke Street, Chester,, Nova Scotia B0J 1J0, Canada",44.5451688,-64.2377574,none
,,Dr. John C. Wickwire Academy,,"311 Old Port Mouton Rd, Liverpool, NS B0T 1K0",Stacy Lovell,902-354-7660,,,,,,,SSRCE,,djcwaprincipal@ssrce.ca,,,,,,,,2025-03-28,,,"311 Old Port Mouton Rd, Liverpool,, Nova Scotia B0T 1K0, Canada",44.0309657,-64.7250471,none
,,Greenfield Elementary,,"5060 Highway, Greenfield, NS B0T 1E0",Cindy Arsenault,902-685-5400,,,,,,,SSRCE,,nqgesprincipal@ssrce.ca,,,,,,,,2025-03-28,,,"5060 Highway, Greenfield,, Nova Scotia B0T 1E0, Canada",44.2728283,-64.8417902,recent
,,Hebbville Academy,,"16147 Highway 3, Hebbville, Nova Scotia B4V 6Y1, Canada",Jeff Sylvester,902-541-8280,,,,,,,SSRCE,,haprincipal@ssrce.ca,,,,,,,,,yes,,"16147 Highway 3, Hebbville, Nova Scotia B4V 6Y1, Canada",44.3207598,-64.5614486,none
,,New Germany Elementary,,"150 School St, New Germany, NS B0R 1E0",Angela Stewart,902-644-5020,,,,,,,SSRCE,,ngesprincipal@ssrce.ca,,,,,,,,2025-03-28,,,"150 School St, New Germany,, Nova Scotia B0R 1E0, Canada",44.5400417,-64.7208028,recent
,,Newcombville Elementary,,"4220 NS-325, Newcombville, Nova Scotia, B4V 7X6, Canada",Jennifer Lemire,902-541-8230,,,,,,,SSRCE,,nesprincipal@ssrce.ca,,,,,,,,2025-03-28,,,"4220 NS-325, Newcombville, Nova Scotia, B4V 7X6, Canada",44.382031,-64.6257123,none
,,New Ross Consolidated,,"4689 NS-12, New Ross, Nova Scotia, B0J 2M0, Canada",Carolynn Roberts,902-689-6100,,,,,,,SSRCE,,nrcsprincipal@ssrce.ca,,,,,,,,2025-03-28,,,"4689 NS-12, New Ross, Nova Scotia, B0J 2M0, Canada",44.7305533,-64.4569371,none
,,North Queens Community School,,"40 W Caledonia Rd, Caledonia, NS B0T 0A6",Cindy Arsenault,902-682-3500,,,,,,,SSRCE,,nqgesprincipal@ssrce.ca,,,,,,,,2025-03-28,,,"40 W Caledonia Rd, Caledonia,, Nova Scotia B0T 0A6, Canada",44.3722857,-65.0330807,recent
,,Pentz Elementary,,"2680 Hwy 331, Pleasantville, Nova Scotia, B0R 1G0, Canada",Marina Stewart,902-688-3210,,,,,,,SSRCE,,pesprincipal@ssrce.ca,,,,,,,,,yes,,"2680 Hwy 331, Pleasantville, Nova Scotia, B0R 1G0, Canada",44.333823,-64.4401579,none
,,Petite Riviere Elementary,,"123 Wentzell Road, Petite Riviere Bridge, Nova Scotia, Canada",Scott Rawding,902-688-3200,,,,,,,SSRCE,,presprincipal@ssrce.ca,,,,,,,,2025-03-28,,,"123 Wentzell Road, Petite Riviere Bridge, Nova Scotia, Canada",44.23846186,-64.45166942,none
,,West Northfield Elementary,,"6 Victoria Acres Dr, West Northfield, NS B4V 5C7",Sarah Baker,902-541-8220,,,,,,,SSRCE,,wnesprincipal@ssrce.ca,,,,,,,,2025-03-28,,,"6 Victoria Acres Dr, West Northfield,, Nova Scotia B4V 5C7, Canada",44.458125,-64.602369,none
,,West Highlands School,,"18 Maltby Court, Amherst, NS B4H 2L6",Kirk Rioux,902-661-2420,,,,,,,CCRCE,,,,,,,,,,,,,"18 Maltby Court, Amherst,, Nova Scotia B4H 2L6, Canada",45.8196362,-64.2124257,none
